Index,AIN1,AIN2,AIN 3,AIN 4,AIN 5,AIN 6,AIN 7,AIN 8
1,0.886447,0.691087,0,0,0,0,0,0
2,0.876679,0.669109,0,0,0,0,0,0
3,0.874237,0.669109,0,0,0,0,0,0
4,0.891331,0.649573,0,0,0,0,0,0
5,0.871795,0.639805,0,0,0,0,0,0
6,0.866911,0.642247,0,0,0,0,0,0
7,0.869353,0.659341,0,0,0,0,0,0
8,0.840049,0.708181,0,0,0,0,0,0
9,0.847375,0.669109,0,0,0,0,0,0
10,0.876679,0.671551,0,0,0,0,0,0
11,0.871795,0.681319,0,0,0,0,0,0
12,0.871795,0.656899,0,0,0,0,0,0
13,0.849817,0.678877,0,0,0,0,0,0
14,0.876679,0.681319,0,0,0,0,0,0
15,0.881563,0.742369,0,0,0,0,0,0
16,0.888889,0.669109,0,0,0,0,0,0
17,0.879121,0.654457,0,0,0,0,0,0
18,0.837607,0.666667,0,0,0,0,0,0
19,0.842491,0.739927,0,0,0,0,0,0
20,0.869353,0.683761,0,0,0,0,0,0
21,0.837607,0.683761,0,0,0,0,0,0
22,0.869353,0.693529,0,0,0,0,0,0
23,0.905983,0.708181,0,0,0,0,0,0
24,0.888889,0.708181,0,0,0,0,0,0
25,0.842491,0.713065,0,0,0,0,0,0
26,0.891331,0.722833,0,0,0,0,0,0
27,0.888889,0.698413,0,0,0,0,0,0
28,0.864469,0.669109,0,0,0,0,0,0
29,0.849817,0.681319,0,0,0,0,0,0
30,0.862027,0.708181,0,0,0,0,0,0
31,0.852259,0.688645,0,0,0,0,0,0
32,0.859585,0.705739,0,0,0,0,0,0
33,0.886447,0.703297,0,0,0,0,0,0
34,0.849817,0.715507,0,0,0,0,0,0
35,0.881563,0.725275,0,0,0,0,0,0
36,0.871795,0.727717,0,0,0,0,0,0
37,0.891331,0.730159,0,0,0,0,0,0
38,0.871795,0.757021,0,0,0,0,0,0
39,0.879121,0.776557,0,0,0,0,0,0
40,0.864469,0.683761,0,0,0,0,0,0
41,0.854701,0.708181,0,0,0,0,0,0
42,0.664225,0.717949,0,0,0,0,0,0
43,0.864469,0.725275,0,0,0,0,0,0
44,0.871795,0.757021,0,0,0,0,0,0
45,0.869353,0.727717,0,0,0,0,0,0
46,0.893773,0.703297,0,0,0,0,0,0
47,0.859585,0.757021,0,0,0,0,0,0
48,0.886447,0.764347,0,0,0,0,0,0
49,0.908425,0.754579,0,0,0,0,0,0
50,0.857143,0.747253,0,0,0,0,0,0
51,0.852259,0.742369,0,0,0,0,0,0
52,0.881563,0.747253,0,0,0,0,0,0
53,0.849817,0.737485,0,0,0,0,0,0
54,0.849817,0.732601,0,0,0,0,0,0
55,0.893773,0.761905,0,0,0,0,0,0
56,0.886447,0.781441,0,0,0,0,0,0
57,0.874237,0.761905,0,0,0,0,0,0
58,0.879121,0.764347,0,0,0,0,0,0
59,0.896215,0.757021,0,0,0,0,0,0
60,0.898657,0.757021,0,0,0,0,0,0
61,0.893773,0.769231,0,0,0,0,0,0
62,0.886447,0.776557,0,0,0,0,0,0
63,0.864469,0.783883,0,0,0,0,0,0
64,0.874237,0.788767,0,0,0,0,0,0
65,0.876679,0.766789,0,0,0,0,0,0
66,0.866911,0.798535,0,0,0,0,0,0
67,0.864469,0.788767,0,0,0,0,0,0
68,0.898657,0.778999,0,0,0,0,0,0
69,0.859585,0.791209,0,0,0,0,0,0
70,0.886447,0.791209,0,0,0,0,0,0
71,0.908425,0.820513,0,0,0,0,0,0
72,0.903541,0.808303,0,0,0,0,0,0
73,0.898657,0.810745,0,0,0,0,0,0
74,0.903541,0.808303,0,0,0,0,0,0
75,0.886447,0.810745,0,0,0,0,0,0
76,0.874237,0.835165,0,0,0,0,0,0
77,0.915751,0.793651,0,0,0,0,0,0
78,0.869353,0.781441,0,0,0,0,0,0
79,0.874237,0.774115,0,0,0,0,0,0
80,0.862027,0.774115,0,0,0,0,0,0
81,0.898657,0.805861,0,0,0,0,0,0
82,0.886447,0.808303,0,0,0,0,0,0
83,0.891331,0.862027,0,0,0,0,0,0
84,0.905983,0.825397,0,0,0,0,0,0
85,0.905983,0.893773,0,0,0,0,0,0
86,0.888889,0.818071,0,0,0,0,0,0
87,0.898657,0.842491,0,0,0,0,0,0
88,0.893773,0.832723,0,0,0,0,0,0
89,0.871795,0.830281,0,0,0,0,0,0
90,0.908425,0.788767,0,0,0,0,0,0
91,0.884005,0.822955,0,0,0,0,0,0
92,0.891331,0.835165,0,0,0,0,0,0
93,0.920635,0.830281,0,0,0,0,0,0
94,0.896215,0.825397,0,0,0,0,0,0
95,0.884005,0.837607,0,0,0,0,0,0
96,0.888889,0.852259,0,0,0,0,0,0
97,0.901099,0.810745,0,0,0,0,0,0
98,0.879121,0.803419,0,0,0,0,0,0
99,0.908425,0.844933,0,0,0,0,0,0
100,0.847375,0.847375,0,0,0,0,0,0
101,0.898657,0.874237,0,0,0,0,0,0
102,0.869353,0.822955,0,0,0,0,0,0
103,0.903541,0.886447,0,0,0,0,0,0
104,0.888889,0.844933,0,0,0,0,0,0
105,0.888889,0.837607,0,0,0,0,0,0
106,0.893773,0.840049,0,0,0,0,0,0
107,0.888889,0.866911,0,0,0,0,0,0
108,0.893773,0.849817,0,0,0,0,0,0
109,0.920635,0.866911,0,0,0,0,0,0
110,0.901099,0.835165,0,0,0,0,0,0
111,0.901099,0.832723,0,0,0,0,0,0
112,0.918193,0.881563,0,0,0,0,0,0
113,0.884005,0.844933,0,0,0,0,0,0
114,0.881563,0.805861,0,0,0,0,0,0
115,0.915751,0.854701,0,0,0,0,0,0
116,0.898657,0.854701,0,0,0,0,0,0
117,0.871795,0.844933,0,0,0,0,0,0
118,0.903541,0.886447,0,0,0,0,0,0
119,0.896215,0.827839,0,0,0,0,0,0
120,0.901099,0.864469,0,0,0,0,0,0
121,0.925519,0.842491,0,0,0,0,0,0
122,0.920635,0.881563,0,0,0,0,0,0
123,0.903541,0.884005,0,0,0,0,0,0
124,0.901099,0.881563,0,0,0,0,0,0
125,0.913309,0.864469,0,0,0,0,0,0
126,0.896215,0.844933,0,0,0,0,0,0
127,0.893773,0.871795,0,0,0,0,0,0
128,0.908425,0.881563,0,0,0,0,0,0
129,0.881563,0.903541,0,0,0,0,0,0
130,0.888889,0.835165,0,0,0,0,0,0
131,0.908425,0.898657,0,0,0,0,0,0
132,0.925519,0.893773,0,0,0,0,0,0
133,0.905983,0.888889,0,0,0,0,0,0
134,0.932845,0.893773,0,0,0,0,0,0
135,0.903541,0.893773,0,0,0,0,0,0
136,0.913309,0.859585,0,0,0,0,0,0
137,0.932845,0.884005,0,0,0,0,0,0
138,0.874237,0.879121,0,0,0,0,0,0
139,0.908425,0.881563,0,0,0,0,0,0
140,0.937729,0.888889,0,0,0,0,0,0
141,0.896215,0.888889,0,0,0,0,0,0
142,0.876679,0.905983,0,0,0,0,0,0
143,0.932845,0.893773,0,0,0,0,0,0
144,0.930403,0.893773,0,0,0,0,0,0
145,0.918193,0.935287,0,0,0,0,0,0
146,0.918193,0.881563,0,0,0,0,0,0
147,0.923077,0.898657,0,0,0,0,0,0
148,0.913309,0.908425,0,0,0,0,0,0
149,0.896215,0.888889,0,0,0,0,0,0
150,0.898657,0.864469,0,0,0,0,0,0
151,0.888889,0.910867,0,0,0,0,0,0
152,0.881563,0.886447,0,0,0,0,0,0
153,0.908425,0.888889,0,0,0,0,0,0
154,0.908425,0.901099,0,0,0,0,0,0
155,0.905983,0.896215,0,0,0,0,0,0
156,0.945055,0.913309,0,0,0,0,0,0
157,0.905983,0.945055,0,0,0,0,0,0
158,0.920635,0.905983,0,0,0,0,0,0
159,0.937729,0.925519,0,0,0,0,0,0
160,0.905983,0.930403,0,0,0,0,0,0
161,0.915751,0.918193,0,0,0,0,0,0
162,0.910867,0.908425,0,0,0,0,0,0
163,0.891331,0.879121,0,0,0,0,0,0
164,0.903541,0.925519,0,0,0,0,0,0
165,0.935287,0.908425,0,0,0,0,0,0
166,0.886447,0.913309,0,0,0,0,0,0
167,0.918193,0.927961,0,0,0,0,0,0
168,0.932845,0.908425,0,0,0,0,0,0
169,0.940171,0.927961,0,0,0,0,0,0
170,0.925519,0.918193,0,0,0,0,0,0
171,0.940171,0.908425,0,0,0,0,0,0
172,0.908425,0.896215,0,0,0,0,0,0
173,0.901099,0.903541,0,0,0,0,0,0
174,0.923077,0.896215,0,0,0,0,0,0
175,0.908425,0.937729,0,0,0,0,0,0
176,0.920635,0.915751,0,0,0,0,0,0
177,0.905983,0.893773,0,0,0,0,0,0
178,0.920635,0.901099,0,0,0,0,0,0
179,0.879121,0.925519,0,0,0,0,0,0
180,0.925519,0.964591,0,0,0,0,0,0
181,0.952381,0.893773,0,0,0,0,0,0
182,0.869353,0.910867,0,0,0,0,0,0
183,0.927961,0.927961,0,0,0,0,0,0
184,0.940171,0.905983,0,0,0,0,0,0
185,0.920635,0.954823,0,0,0,0,0,0
186,0.901099,0.891331,0,0,0,0,0,0
187,0.940171,0.918193,0,0,0,0,0,0
188,0.942613,0.920635,0,0,0,0,0,0
189,0.910867,0.908425,0,0,0,0,0,0
190,0.903541,0.891331,0,0,0,0,0,0
191,0.937729,0.913309,0,0,0,0,0,0
192,0.913309,0.962149,0,0,0,0,0,0
193,0.932845,0.901099,0,0,0,0,0,0
194,0.932845,0.927961,0,0,0,0,0,0
195,0.901099,0.940171,0,0,0,0,0,0
196,0.913309,0.920635,0,0,0,0,0,0
197,0.927961,0.923077,0,0,0,0,0,0
198,0.925519,0.918193,0,0,0,0,0,0
199,0.910867,0.915751,0,0,0,0,0,0
200,0.949939,0.920635,0,0,0,0,0,0
201,0.918193,0.920635,0,0,0,0,0,0
202,0.903541,0.969475,0,0,0,0,0,0
203,0.891331,0.957265,0,0,0,0,0,0
204,0.937729,0.942613,0,0,0,0,0,0
205,0.925519,0.932845,0,0,0,0,0,0
206,0.915751,0.947497,0,0,0,0,0,0
207,0.935287,0.937729,0,0,0,0,0,0
208,0.915751,0.935287,0,0,0,0,0,0
209,0.925519,0.925519,0,0,0,0,0,0
210,0.925519,0.927961,0,0,0,0,0,0
211,0.925519,0.937729,0,0,0,0,0,0
212,0.923077,0.962149,0,0,0,0,0,0
213,0.949939,0.925519,0,0,0,0,0,0
214,0.927961,0.947497,0,0,0,0,0,0
215,0.915751,0.947497,0,0,0,0,0,0
216,0.952381,0.962149,0,0,0,0,0,0
217,0.969475,0.974359,0,0,0,0,0,0
218,0.918193,0.952381,0,0,0,0,0,0
219,0.932845,0.957265,0,0,0,0,0,0
220,0.952381,0.962149,0,0,0,0,0,0
221,0.923077,0.932845,0,0,0,0,0,0
222,0.915751,0.952381,0,0,0,0,0,0
223,0.920635,0.952381,0,0,0,0,0,0
224,0.932845,1.01832,0,0,0,0,0,0
225,0.935287,0.923077,0,0,0,0,0,0
226,0.940171,0.952381,0,0,0,0,0,0
227,0.937729,0.998779,0,0,0,0,0,0
228,0.927961,0.986569,0,0,0,0,0,0
229,0.952381,0.925519,0,0,0,0,0,0
230,0.925519,0.937729,0,0,0,0,0,0
231,0.945055,0.971917,0,0,0,0,0,0
232,0.959707,0.962149,0,0,0,0,0,0
