Index,AIN1,AIN2,AIN 3,AIN 4,AIN 5,AIN 6,AIN 7,AIN 8
1,0.849817,0.598291,0,0,0,0,0,0
2,0.852259,0.608059,0,0,0,0,0,0
3,0.876679,0.605617,0,0,0,0,0,0
4,0.849817,0.561661,0,0,0,0,0,0
5,0.840049,0.603175,0,0,0,0,0,0
6,0.832723,0.608059,0,0,0,0,0,0
7,0.864469,0.610501,0,0,0,0,0,0
8,0.849817,0.617827,0,0,0,0,0,0
9,0.849817,0.603175,0,0,0,0,0,0
10,0.854701,0.630037,0,0,0,0,0,0
11,0.849817,0.610501,0,0,0,0,0,0
12,0.876679,0.578755,0,0,0,0,0,0
13,0.879121,0.669109,0,0,0,0,0,0
14,0.840049,0.612943,0,0,0,0,0,0
15,0.849817,0.620269,0,0,0,0,0,0
16,0.869353,0.612943,0,0,0,0,0,0
17,0.857143,0.598291,0,0,0,0,0,0
18,0.840049,0.605617,0,0,0,0,0,0
19,0.837607,0.610501,0,0,0,0,0,0
20,0.852259,0.612943,0,0,0,0,0,0
21,0.869353,0.610501,0,0,0,0,0,0
22,0.864469,0.608059,0,0,0,0,0,0
23,0.832723,0.600733,0,0,0,0,0,0
24,0.837607,0.625153,0,0,0,0,0,0
25,0.849817,0.630037,0,0,0,0,0,0
26,0.876679,0.615385,0,0,0,0,0,0
27,0.849817,0.678877,0,0,0,0,0,0
28,0.840049,0.605617,0,0,0,0,0,0
29,0.854701,0.605617,0,0,0,0,0,0
30,0.862027,0.605617,0,0,0,0,0,0
31,0.844933,0.581197,0,0,0,0,0,0
32,0.827839,0.600733,0,0,0,0,0,0
33,0.849817,0.593407,0,0,0,0,0,0
34,0.849817,0.566545,0,0,0,0,0,0
35,0.849817,0.605617,0,0,0,0,0,0
36,0.844933,0.583639,0,0,0,0,0,0
37,0.842491,0.600733,0,0,0,0,0,0
38,0.862027,0.634921,0,0,0,0,0,0
39,0.871795,0.615385,0,0,0,0,0,0
40,0.852259,0.617827,0,0,0,0,0,0
41,0.847375,0.630037,0,0,0,0,0,0
42,0.849817,0.605617,0,0,0,0,0,0
43,0.866911,0.600733,0,0,0,0,0,0
44,0.849817,0.600733,0,0,0,0,0,0
45,0.825397,0.603175,0,0,0,0,0,0
46,0.827839,0.598291,0,0,0,0,0,0
47,0.857143,0.661783,0,0,0,0,0,0
48,0.859585,0.620269,0,0,0,0,0,0
49,0.837607,0.666667,0,0,0,0,0,0
50,0.832723,0.608059,0,0,0,0,0,0
51,0.857143,0.647131,0,0,0,0,0,0
