Index,AIN1,AIN2,AIN 3,AIN 4,AIN 5,AIN 6,AIN 7,AIN 8
1,0.835165,0.693529,0,0,0,0,0,0
2,0.866911,0.710623,0,0,0,0,0,0
3,0.857143,0.730159,0,0,0,0,0,0
4,0.886447,0.713065,0,0,0,0,0,0
5,0.847375,0.720391,0,0,0,0,0,0
6,0.886447,0.705739,0,0,0,0,0,0
7,0.820513,0.769231,0,0,0,0,0,0
8,0.844933,0.705739,0,0,0,0,0,0
9,0.854701,0.759463,0,0,0,0,0,0
10,0.857143,0.676435,0,0,0,0,0,0
11,0.869353,0.715507,0,0,0,0,0,0
12,0.852259,0.732601,0,0,0,0,0,0
13,0.871795,0.705739,0,0,0,0,0,0
14,0.842491,0.722833,0,0,0,0,0,0
15,0.854701,0.739927,0,0,0,0,0,0
16,0.886447,0.747253,0,0,0,0,0,0
17,0.869353,0.732601,0,0,0,0,0,0
18,0.886447,0.757021,0,0,0,0,0,0
19,0.862027,0.774115,0,0,0,0,0,0
20,0.879121,0.742369,0,0,0,0,0,0
21,0.847375,0.705739,0,0,0,0,0,0
22,0.871795,0.732601,0,0,0,0,0,0
23,0.866911,0.737485,0,0,0,0,0,0
24,0.857143,0.754579,0,0,0,0,0,0
25,0.864469,0.732601,0,0,0,0,0,0
26,0.857143,0.786325,0,0,0,0,0,0
27,0.881563,0.830281,0,0,0,0,0,0
28,0.866911,0.754579,0,0,0,0,0,0
29,0.903541,0.766789,0,0,0,0,0,0
30,0.881563,0.805861,0,0,0,0,0,0
31,0.898657,0.830281,0,0,0,0,0,0
32,0.884005,0.778999,0,0,0,0,0,0
33,0.866911,0.769231,0,0,0,0,0,0
34,0.869353,0.766789,0,0,0,0,0,0
35,0.854701,0.769231,0,0,0,0,0,0
36,0.893773,0.796093,0,0,0,0,0,0
37,0.869353,0.776557,0,0,0,0,0,0
38,0.896215,0.791209,0,0,0,0,0,0
39,0.857143,0.781441,0,0,0,0,0,0
40,0.879121,0.788767,0,0,0,0,0,0
41,0.896215,0.810745,0,0,0,0,0,0
42,0.888889,0.800977,0,0,0,0,0,0
43,0.891331,0.800977,0,0,0,0,0,0
44,0.879121,0.805861,0,0,0,0,0,0
45,0.891331,0.798535,0,0,0,0,0,0
46,0.862027,0.813187,0,0,0,0,0,0
47,0.886447,0.798535,0,0,0,0,0,0
48,0.852259,0.808303,0,0,0,0,0,0
49,0.879121,0.818071,0,0,0,0,0,0
50,0.884005,0.810745,0,0,0,0,0,0
51,0.935287,0.869353,0,0,0,0,0,0
52,0.891331,0.822955,0,0,0,0,0,0
53,0.896215,0.835165,0,0,0,0,0,0
54,0.920635,0.832723,0,0,0,0,0,0
55,0.884005,0.830281,0,0,0,0,0,0
56,0.930403,0.840049,0,0,0,0,0,0
57,0.886447,0.830281,0,0,0,0,0,0
58,0.886447,0.832723,0,0,0,0,0,0
59,0.969475,0.820513,0,0,0,0,0,0
60,0.879121,0.818071,0,0,0,0,0,0
61,0.903541,0.832723,0,0,0,0,0,0
62,0.881563,0.835165,0,0,0,0,0,0
63,0.910867,0.825397,0,0,0,0,0,0
